Timestamp,global
2025-03-03 00:00:00,157
2025-03-03 00:05:36,159
2025-03-03 00:10:36,162
2025-03-03 00:15:36,164
2025-03-03 00:20:36,165
2025-03-03 00:25:36,167
2025-03-03 00:30:36,169
2025-03-03 00:35:36,171
2025-03-03 00:40:36,171
2025-03-03 00:45:36,174
2025-03-03 00:50:36,175
2025-03-03 00:55:36,178
2025-03-03 01:00:00,179
2025-03-03 01:05:44,179
2025-03-03 01:10:44,181
2025-03-03 01:15:44,181
2025-03-03 01:20:44,182
2025-03-03 01:25:44,181
2025-03-03 01:30:44,183
2025-03-03 01:35:44,182
2025-03-03 01:40:44,182
2025-03-03 01:45:44,184
2025-03-03 01:50:44,186
2025-03-03 01:55:44,184
2025-03-03 02:00:00,185
2025-03-03 02:05:41,190
2025-03-03 02:10:41,191
2025-03-03 02:15:41,198
2025-03-03 02:20:41,201
2025-03-03 02:25:41,204
2025-03-03 02:30:41,207
2025-03-03 02:35:41,209
2025-03-03 02:40:41,210
2025-03-03 02:45:41,210
2025-03-03 02:50:41,212
2025-03-03 02:55:41,214
2025-03-03 03:00:00,215
2025-03-03 03:05:50,215
2025-03-03 03:10:50,216
2025-03-03 03:15:50,216
2025-03-03 03:20:50,217
2025-03-03 03:25:50,216
2025-03-03 03:30:50,214
2025-03-03 03:35:50,212
2025-03-03 03:40:50,211
2025-03-03 03:45:50,207
2025-03-03 03:50:50,206
2025-03-03 03:55:50,202
2025-03-03 04:00:00,201
2025-03-03 04:06:16,203
2025-03-03 04:11:16,207
2025-03-03 04:16:16,206
2025-03-03 04:21:16,210
2025-03-03 04:26:16,210
2025-03-03 04:31:16,213
2025-03-03 04:36:16,216
2025-03-03 04:41:16,219
2025-03-03 04:46:16,222
2025-03-03 04:51:16,223
2025-03-03 04:56:16,223
2025-03-03 05:00:00,223
2025-03-03 05:05:43,227
2025-03-03 05:10:43,230
2025-03-03 05:15:43,234
2025-03-03 05:20:43,240
2025-03-03 05:25:43,240
2025-03-03 05:30:43,242
2025-03-03 05:35:43,242
2025-03-03 05:40:43,244
2025-03-03 05:45:43,246
2025-03-03 05:50:43,248
2025-03-03 05:55:43,251
2025-03-03 06:00:00,253
