Timestamp,HAPS0,HAPS1,HAPS2,HAPS3
2025-03-03 00:00:00,0,83,46,28
2025-03-03 00:05:36,0,83,48,28
2025-03-03 00:10:36,0,83,49,30
2025-03-03 00:15:36,0,83,50,31
2025-03-03 00:20:36,0,83,50,32
2025-03-03 00:25:36,0,83,51,33
2025-03-03 00:30:36,0,83,52,34
2025-03-03 00:35:36,0,83,53,35
2025-03-03 00:40:36,0,83,53,35
2025-03-03 00:45:36,0,83,56,35
2025-03-03 00:50:36,0,83,56,36
2025-03-03 00:55:36,0,83,59,36
2025-03-03 01:00:00,0,83,59,37
2025-03-03 01:05:44,0,83,60,36
2025-03-03 01:10:44,0,83,62,36
2025-03-03 01:15:44,0,83,63,35
2025-03-03 01:20:44,0,83,64,35
2025-03-03 01:25:44,0,83,64,34
2025-03-03 01:30:44,0,83,66,34
2025-03-03 01:35:44,0,83,66,33
2025-03-03 01:40:44,0,83,67,32
2025-03-03 01:45:44,0,83,71,30
2025-03-03 01:50:44,0,83,73,30
2025-03-03 01:55:44,0,83,73,28
2025-03-03 02:00:00,0,83,74,28
2025-03-03 02:05:41,0,84,76,30
2025-03-03 02:10:41,0,85,76,30
2025-03-03 02:15:41,0,87,77,34
2025-03-03 02:20:41,0,87,79,35
2025-03-03 02:25:41,0,87,81,36
2025-03-03 02:30:41,0,88,82,37
2025-03-03 02:35:41,0,89,83,37
2025-03-03 02:40:41,0,89,83,38
2025-03-03 02:45:41,0,89,83,38
2025-03-03 02:50:41,0,89,83,40
2025-03-03 02:55:41,0,89,83,42
2025-03-03 03:00:00,0,90,83,42
2025-03-03 03:05:50,0,89,84,42
2025-03-03 03:10:50,0,89,86,41
2025-03-03 03:15:50,0,89,87,40
2025-03-03 03:20:50,0,89,88,40
2025-03-03 03:25:50,0,89,87,40
2025-03-03 03:30:50,0,88,86,40
2025-03-03 03:35:50,0,87,85,40
2025-03-03 03:40:50,0,87,84,40
2025-03-03 03:45:50,0,85,83,39
2025-03-03 03:50:50,0,85,82,39
2025-03-03 03:55:50,0,83,80,39
2025-03-03 04:00:00,0,83,79,39
2025-03-03 04:06:16,0,82,82,39
2025-03-03 04:11:16,0,82,83,42
2025-03-03 04:16:16,0,80,83,43
2025-03-03 04:21:16,0,80,85,45
2025-03-03 04:26:16,0,80,85,45
2025-03-03 04:31:16,1,80,87,45
2025-03-03 04:36:16,1,82,87,46
2025-03-03 04:41:16,2,83,87,47
2025-03-03 04:46:16,4,83,86,49
2025-03-03 04:51:16,4,82,86,51
2025-03-03 04:56:16,6,82,84,51
2025-03-03 05:00:00,6,82,83,52
2025-03-03 05:05:43,6,84,85,52
2025-03-03 05:10:43,6,83,89,52
2025-03-03 05:15:43,6,85,89,54
2025-03-03 05:20:43,8,85,90,57
2025-03-03 05:25:43,8,83,91,58
2025-03-03 05:30:43,9,83,91,59
2025-03-03 05:35:43,9,83,90,60
2025-03-03 05:40:43,10,83,90,61
2025-03-03 05:45:43,10,85,90,61
2025-03-03 05:50:43,11,85,90,62
2025-03-03 05:55:43,11,87,89,64
2025-03-03 06:00:00,11,87,91,64
2025-03-03 06:05:40,11,87,89,66
2025-03-03 06:10:40,11,87,90,67
2025-03-03 06:15:40,14,84,90,69
2025-03-03 06:20:40,16,84,90,69
2025-03-03 06:25:40,16,84,90,70
2025-03-03 06:30:40,16,84,91,71
2025-03-03 06:35:40,17,83,91,71
2025-03-03 06:40:40,19,85,90,72
2025-03-03 06:45:40,19,86,90,72
2025-03-03 06:50:40,20,87,87,73
2025-03-03 06:55:40,21,86,85,77
2025-03-03 07:00:00,23,84,84,80
2025-03-03 07:06:29,22,86,85,79
2025-03-03 07:11:29,22,87,89,80
2025-03-03 07:16:29,21,86,90,81
2025-03-03 07:21:29,21,84,91,80
2025-03-03 07:26:29,21,84,91,81
2025-03-03 07:31:29,21,85,91,81
2025-03-03 07:36:29,22,85,90,81
2025-03-03 07:41:29,21,86,89,84
2025-03-03 07:46:29,20,87,90,85
2025-03-03 07:51:29,20,87,90,86
2025-03-03 07:56:29,18,89,89,85
2025-03-03 08:00:00,18,89,90,87
2025-03-03 08:05:32,20,87,92,87
2025-03-03 08:10:32,20,87,92,88
2025-03-03 08:15:32,21,86,92,88
2025-03-03 08:20:32,23,86,92,90
2025-03-03 08:25:32,23,86,92,91
2025-03-03 08:30:32,23,86,92,93
2025-03-03 08:35:32,24,86,92,94
2025-03-03 08:40:32,24,89,92,96
2025-03-03 08:45:32,26,87,92,96
2025-03-03 08:50:32,27,87,92,96
2025-03-03 08:55:32,28,86,92,97
2025-03-03 09:00:00,28,85,92,98
2025-03-03 09:05:35,28,85,92,100
2025-03-03 09:10:35,28,85,92,101
2025-03-03 09:15:35,28,86,92,101
2025-03-03 09:20:35,28,87,93,101
2025-03-03 09:25:35,29,89,94,103
2025-03-03 09:30:35,29,88,96,105
2025-03-03 09:35:35,29,86,95,105
2025-03-03 09:40:35,28,87,92,106
2025-03-03 09:45:35,27,87,88,107
2025-03-03 09:50:35,28,88,88,108
2025-03-03 09:55:35,28,88,86,109
2025-03-03 10:00:00,29,89,83,109
2025-03-03 10:05:42,29,89,87,109
2025-03-03 10:10:42,30,89,87,109
2025-03-03 10:15:42,30,89,89,109
2025-03-03 10:20:42,32,89,93,109
2025-03-03 10:25:42,32,89,95,109
2025-03-03 10:30:42,34,89,94,109
2025-03-03 10:35:42,35,89,94,110
2025-03-03 10:40:42,36,89,93,110
2025-03-03 10:45:42,37,89,92,110
2025-03-03 10:50:42,38,89,92,110
2025-03-03 10:55:42,39,88,92,110
2025-03-03 11:00:00,41,87,91,110
2025-03-03 11:05:40,38,88,92,110
2025-03-03 11:10:40,39,88,92,109
2025-03-03 11:15:40,39,87,92,109
2025-03-03 11:20:40,39,90,92,108
2025-03-03 11:25:40,38,92,92,109
2025-03-03 11:30:40,40,92,92,109
2025-03-03 11:35:40,40,92,92,109
2025-03-03 11:40:40,41,92,91,110
2025-03-03 11:45:40,40,95,91,109
2025-03-03 11:50:40,40,96,91,108
2025-03-03 11:55:40,41,97,91,110
2025-03-03 12:00:00,42,98,91,108
2025-03-03 12:05:44,42,99,91,110
2025-03-03 12:10:44,43,99,89,108
2025-03-03 12:15:44,44,99,87,110
2025-03-03 12:20:44,47,100,86,110
2025-03-03 12:25:44,48,102,88,110
2025-03-03 12:30:44,48,100,87,110
2025-03-03 12:35:44,47,100,86,110
2025-03-03 12:40:44,49,99,84,109
