Timestamp,HAPS0,HAPS1,HAPS2,HAPS3
2025-03-03 12:45:44,49,99,82,110
2025-03-03 12:50:44,51,97,81,111
2025-03-03 12:55:44,52,95,79,110
2025-03-03 13:00:00,54,95,79,110
2025-03-03 13:05:38,56,95,80,111
2025-03-03 13:10:38,59,92,80,111
2025-03-03 13:15:38,59,92,81,111
2025-03-03 13:20:38,58,92,81,111
2025-03-03 13:25:38,59,91,80,112
2025-03-03 13:30:38,60,89,80,112
2025-03-03 13:35:38,60,90,78,110
2025-03-03 13:40:38,60,89,80,110
2025-03-03 13:45:38,60,88,80,110
2025-03-03 13:50:38,62,88,80,112
2025-03-03 13:55:38,64,88,80,111
2025-03-03 14:00:00,64,86,80,110
2025-03-03 14:05:40,65,87,81,111
2025-03-03 14:10:40,69,87,81,113
2025-03-03 14:15:40,70,86,81,110
2025-03-03 14:20:40,71,87,80,110
2025-03-03 14:25:40,71,86,79,111
2025-03-03 14:30:40,71,86,79,112
2025-03-03 14:35:40,73,83,78,111
2025-03-03 14:40:40,73,84,77,110
2025-03-03 14:45:40,74,81,76,111
2025-03-03 14:50:40,76,80,76,111
2025-03-03 14:55:40,76,79,77,111
2025-03-03 15:00:00,78,78,76,110
2025-03-03 15:05:42,78,78,75,110
2025-03-03 15:10:42,80,78,75,111
2025-03-03 15:15:42,81,80,75,110
2025-03-03 15:20:42,81,79,75,111
2025-03-03 15:25:42,81,80,76,110
2025-03-03 15:30:42,81,80,75,111
2025-03-03 15:35:42,81,79,74,110
2025-03-03 15:40:42,81,79,74,110
2025-03-03 15:45:42,80,78,75,110
2025-03-03 15:50:42,81,77,76,110
2025-03-03 15:55:42,81,77,76,110
2025-03-03 16:00:00,81,76,76,112
2025-03-03 16:05:40,80,78,77,109
2025-03-03 16:10:40,81,78,77,111
2025-03-03 16:15:40,81,79,78,110
2025-03-03 16:20:40,81,79,79,111
2025-03-03 16:25:40,82,79,79,110
2025-03-03 16:30:40,84,79,79,111
2025-03-03 16:35:40,85,79,81,110
2025-03-03 16:40:40,85,79,81,111
2025-03-03 16:45:40,83,79,81,110
2025-03-03 16:50:40,84,78,83,111
2025-03-03 16:55:40,85,78,84,110
2025-03-03 17:00:00,86,77,84,111
2025-03-03 17:05:37,86,78,83,110
2025-03-03 17:10:37,86,82,85,109
2025-03-03 17:15:37,86,82,84,108
2025-03-03 17:20:37,85,81,85,108
2025-03-03 17:25:37,86,80,85,108
2025-03-03 17:30:37,88,79,86,108
2025-03-03 17:35:37,89,79,83,108
2025-03-03 17:40:37,90,83,82,107
2025-03-03 17:45:37,89,83,84,107
2025-03-03 17:50:37,90,84,85,106
2025-03-03 17:55:37,90,85,86,107
2025-03-03 18:00:00,90,86,85,105
2025-03-03 18:05:43,91,82,83,107
2025-03-03 18:10:43,92,81,83,106
2025-03-03 18:15:43,95,81,82,107
2025-03-03 18:20:43,95,80,83,107
2025-03-03 18:25:43,96,79,82,108
2025-03-03 18:30:43,95,79,81,109
2025-03-03 18:35:43,94,79,83,109
2025-03-03 18:40:43,93,78,84,109
2025-03-03 18:45:43,93,78,82,109
2025-03-03 18:50:43,94,76,82,110
2025-03-03 18:55:43,94,75,83,110
2025-03-03 19:00:00,94,74,84,110
2025-03-03 19:05:39,95,74,82,109
2025-03-03 19:10:39,92,74,82,110
2025-03-03 19:15:39,92,74,82,108
2025-03-03 19:20:39,91,77,82,110
2025-03-03 19:25:39,91,77,81,108
2025-03-03 19:30:39,92,77,81,110
2025-03-03 19:35:39,90,78,81,108
2025-03-03 19:40:39,88,78,81,110
2025-03-03 19:45:39,87,78,81,107
2025-03-03 19:50:39,89,79,81,110
2025-03-03 19:55:39,87,80,81,108
2025-03-03 20:00:00,87,81,79,110
2025-03-03 20:05:43,87,80,80,109
2025-03-03 20:10:43,87,80,78,110
2025-03-03 20:15:43,87,78,78,108
2025-03-03 20:20:43,82,79,79,110
2025-03-03 20:25:43,80,79,80,108
2025-03-03 20:30:43,79,79,81,110
2025-03-03 20:35:43,79,79,81,108
2025-03-03 20:40:43,78,77,81,110
2025-03-03 20:45:43,78,76,81,108
2025-03-03 20:50:43,77,76,80,110
2025-03-03 20:55:43,77,75,80,108
2025-03-03 21:00:00,77,75,81,110
2025-03-03 21:05:35,77,75,80,109
2025-03-03 21:10:35,77,76,78,110
2025-03-03 21:15:35,75,77,79,108
2025-03-03 21:20:35,74,79,78,110
2025-03-03 21:25:35,74,78,81,107
2025-03-03 21:30:35,75,77,81,110
2025-03-03 21:35:35,76,75,81,107
2025-03-03 21:40:35,75,76,82,110
2025-03-03 21:45:35,76,76,82,108
2025-03-03 21:50:35,75,76,84,110
2025-03-03 21:55:35,72,76,87,108
2025-03-03 22:00:00,73,75,87,110
2025-03-03 22:05:38,71,76,85,109
2025-03-03 22:10:38,69,79,87,109
2025-03-03 22:15:38,72,78,86,107
2025-03-03 22:20:38,73,76,87,108
2025-03-03 22:25:38,73,76,86,109
2025-03-03 22:30:38,70,78,85,109
2025-03-03 22:35:38,70,79,85,109
2025-03-03 22:40:38,72,79,86,109
2025-03-03 22:45:38,72,80,85,109
2025-03-03 22:50:38,74,82,85,109
2025-03-03 22:55:38,75,80,85,109
2025-03-03 23:00:00,75,79,86,109
2025-03-03 23:05:41,73,79,86,107
2025-03-03 23:10:41,73,77,88,109
2025-03-03 23:15:41,72,76,88,109
2025-03-03 23:20:41,71,75,87,110
2025-03-03 23:25:41,72,78,85,110
2025-03-03 23:30:41,73,78,85,110
2025-03-03 23:35:41,76,77,86,110
2025-03-03 23:40:41,75,78,84,110
2025-03-03 23:45:41,75,76,84,110
2025-03-03 23:50:41,74,76,83,110
2025-03-03 23:55:41,75,74,82,110
2025-03-04 00:00:00,74,74,83,110
2025-03-04 00:05:38,74,76,80,110
